id,post,y,d,x1,x2,x3,x4
1.0,0.0,319.4707900452325,1.0,-0.9708093412514324,-1.7130211633088406,1.1676013178222955,-1.1149688868472378
2.0,1.0,658.2703207721072,1.0,0.02591115099562154,0.23993340861860335,-0.09121660153352448,0.5347178708217609
3.0,0.0,476.79072356023556,1.0,0.9714732073343129,-0.7179868815743269,-0.18001970128844055,0.9823056311708195
4.0,0.0,298.5639935184962,1.0,-1.363907460760015,1.0705155027330318,-2.303087424579385,-0.3885167356990742
5.0,0.0,463.8917843585327,1.0,0.17580863783130654,0.5117767265919334,-0.7216684865968368,1.4652788774912506
6.0,1.0,383.96755755525203,0.0,0.25628527720506833,-1.3234582727238609,-0.5599039277849941,0.06949681727628361
7.0,1.0,410.09683388143617,0.0,-0.6340685695592019,1.1091771058044955,0.9719984677700962,-1.1768699982166202
8.0,0.0,182.11585711073798,0.0,-0.6164857578780598,-0.26250448422738076,-0.3315050705795164,-0.07108121545286604
9.0,0.0,164.3745037298666,0.0,-0.6276616660164639,-0.7930471881650619,0.1838730110242165,-1.3383115213741217
10.0,0.0,430.3073991193109,1.0,-0.81526057807413,0.5834462350028744,1.7032189479905893,-0.2691023912437567
11.0,0.0,210.7540997016454,0.0,-0.5719744352378093,1.4589935954024467,0.3250745673919807,-0.6955807698617057
12.0,0.0,459.77777741779107,1.0,-0.8712167511750265,2.1115595188437517,0.9647369384745108,0.12412476270672532
13.0,1.0,499.92983486875556,1.0,-0.7531409593999521,-1.5180204244740878,-0.28491885552504537,0.11252066593182297
14.0,0.0,432.0217595273869,1.0,-0.1662426950035459,-0.39102835718491225,-0.029510113228638682,1.1762448746169991
15.0,0.0,442.86367734922857,1.0,0.7990010856467207,0.07485538411119826,-1.1557995828079504,0.2747242371413204
16.0,1.0,656.7018005454469,1.0,-0.3093198189076054,0.06430088558822952,-0.17330052573736848,1.3750501602708631
17.0,1.0,341.9640473344846,0.0,-0.5938444794093803,-0.5135637858979993,-0.292114828510733,-0.8872642009807113
18.0,0.0,123.06850433534522,0.0,-0.8264268024131496,-3.084150528957475,-0.2683057626492911,-1.4669302354942364
19.0,1.0,517.8339886311085,1.0,-0.7868378657926256,-0.3586782392442821,-0.27606784694393594,-0.5338528786137848
20.0,0.0,349.2079799139813,0.0,3.665107101735007,-0.17885706415501398,1.0212222499490684,2.151412851082841
21.0,0.0,221.18479712666098,0.0,-0.1056561530222081,0.02853162588398779,0.06325364982632725,0.9846003922638918
22.0,0.0,368.1066272218295,1.0,-0.5807451339106497,-0.9593254827205202,0.19184756365642844,-0.02522005060499814
23.0,1.0,361.3887564120223,0.0,-0.547854233822677,-0.13210500432034838,-0.08398563337158878,-0.8686253713912958
24.0,1.0,479.74620345873234,0.0,0.20730768018474474,-0.5299293770513985,1.291338820606491,0.9580754200577389
25.0,0.0,179.6267383261379,0.0,-0.7058186389576117,-0.5027016284342598,0.7052357524296672,-1.1069706615204258
26.0,0.0,325.75142340695686,1.0,-1.0736685104768806,-0.5647465133128933,-0.4677886544663045,-0.24184384581772386
27.0,1.0,686.7321553591926,1.0,0.33081495207957934,0.8832402403889081,-0.8228781549820126,0.6568433680930607
28.0,0.0,376.00967735654274,1.0,-0.8838367663214614,0.9731016613795248,-0.27299608033632766,-0.5352451901661643
29.0,1.0,570.4112315483276,1.0,-0.23296722164231945,-0.21605437783926448,-0.07875527300767603,-0.6441722351460928
30.0,1.0,546.4912107122975,1.0,-0.8393415918309132,-1.6261261246062133,2.401643249056171,-1.1101767935045148
31.0,1.0,513.201383201013,0.0,0.9970132335359033,0.4821677791206558,-0.6630546030202777,1.5942394697703308
32.0,0.0,156.4536275446039,0.0,-0.5709307386420475,-1.6354810290355168,-1.031818376930886,-0.07034258285343224
33.0,1.0,496.68111645534873,1.0,-0.7149830861465458,-1.4633007509108775,0.48800957177173737,-0.8651019642245373
34.0,1.0,562.9239155421922,1.0,-0.5875759098135912,-0.8924477359686871,0.6613189308843154,-0.21845722644788376
35.0,1.0,438.76881068459653,1.0,-1.1430830230264113,-1.5008091201036464,-0.7524109922227602,-0.13690421671521594
36.0,1.0,323.60065406984063,0.0,-0.9527711986176431,-1.2724921527049358,0.8014810631263074,-1.1043946774346542
37.0,0.0,264.79686281190277,1.0,-1.319652129419443,2.1351432237083596,-2.5744179069193565,-2.510033847120557
38.0,0.0,307.8977262300488,1.0,-1.029464109508408,-0.1553983167398339,-1.3403519330637723,-0.5356672397623817
39.0,0.0,363.4578120609612,1.0,-0.44706254546168517,-0.7573807557051377,-0.28922115649649976,-0.20460384251296118
40.0,1.0,602.1824664566107,1.0,-0.5645868448293168,0.7619717528189572,0.6086577701412205,-0.8495226230567946
41.0,1.0,534.8863007852008,0.0,1.5417483887126904,0.06935607121450854,0.4583985786501082,0.5142749308295925
42.0,1.0,437.5463112714458,1.0,-0.9059133754805538,-1.6766952720442416,-0.4490370585598332,-0.7014319980655622
43.0,0.0,390.95688763567966,1.0,-0.7967039428231862,-0.7267268591307595,1.8779785345144129,-0.6588273650745019
44.0,1.0,601.7458355686961,1.0,-0.4372590632292474,0.5613819581860195,-0.23337363739329745,-0.17219434006210235
45.0,1.0,614.9090401515482,1.0,-0.869181056829443,2.628354049882707,-0.34869472117480377,-0.8672904276525867
46.0,0.0,450.92027646995,1.0,-0.8560908507169578,2.116958248856697,0.9995130113885093,-0.3060230364886208
47.0,0.0,184.1139723469068,0.0,-0.9244997631755447,1.1625899700609532,0.16315989229962008,-1.4046810569188062
48.0,1.0,402.0109344917106,1.0,-0.9909218685050621,-0.018764377493665125,-2.1509360750782407,-1.4150446632170326
49.0,0.0,172.50031267085467,0.0,-0.602038372805173,-2.001095122455377,-0.45210435741095195,0.9140135185441428
50.0,0.0,389.39441479627294,1.0,-0.5847321805700554,-0.8389066318966333,0.5775992510386452,0.39310957619299697
51.0,0.0,149.2965077493126,0.0,-1.2051703376566685,-0.3415829527662529,-0.22236307842819594,-1.5549504887305277
52.0,0.0,341.68226807019346,1.0,-0.6386170085119716,0.5806247804461147,-0.985522827013859,-1.235345982477894
53.0,1.0,446.0016705237987,1.0,-0.9252473789035474,0.08245185854044969,-0.09927832598612732,-2.5804541421375826
54.0,0.0,384.04158403544545,1.0,-0.8795129210158599,0.07902014160434681,0.4567578477889356,-0.09312263546919458
55.0,0.0,444.2457896723503,1.0,-0.34955668906649673,1.8344549482861119,-0.24556119163258835,-0.022131219659145333
56.0,0.0,452.9863332251581,1.0,0.31794064838987673,0.2596845186809228,-0.31419047586428617,0.6434715166909671
57.0,1.0,545.7105085788262,0.0,1.8980667742886639,-0.08360174500125979,-0.4238743858394046,1.309506318771965
58.0,0.0,164.0272418203107,0.0,-0.7515108129060342,-0.5413401670265111,-0.6786127408487076,-0.6240081754064878
59.0,0.0,333.6176808059859,0.0,1.8198001169579043,0.0294185384815675,3.2688439012592885,1.9942477292578973
60.0,0.0,348.61030112945167,1.0,-0.9482294243712796,-1.1426256498640457,0.9229094241679296,-0.5317207096115251
61.0,1.0,733.6504198842306,1.0,0.42299851568025326,0.8626498091837012,-0.20878662435458664,0.9912635692314152
62.0,0.0,342.3971473664496,0.0,4.046606932113174,-0.0384844581204324,-0.23317548998448212,1.8813394008590405
63.0,1.0,403.9050301733647,0.0,-0.24901200666659082,-0.49639783135348337,-0.09454055112074786,0.48955463767637114
64.0,1.0,317.82243634259885,0.0,-0.6916359144039128,-1.0660755739382115,-0.9979122213800604,-0.26466831301894916
65.0,0.0,431.2807273584956,1.0,-0.22676517655867706,0.8672288552766619,-0.07691658045901627,0.10479056057066882
66.0,1.0,560.22967264614,0.0,2.150079093546456,-0.3411379991383366,-0.4457244140163339,1.5548608761634521
67.0,1.0,472.8172980860962,1.0,-0.9392758674191295,-0.6554810743810263,-1.022071707747454,-0.26656945468944565
68.0,0.0,234.5734643218224,0.0,1.404981972964528,0.11711058935791105,-1.1338022341679403,0.12430260482252119
69.0,1.0,460.36975341194307,0.0,1.342802232502375,-0.041844071375280706,-0.7256174273398335,-0.4399734604611388
70.0,1.0,433.021237670226,0.0,0.08290742008800481,0.1929251404091681,-0.44476487331165077,0.6347300074201827
71.0,1.0,363.3138464818354,0.0,-0.21476399006473876,-1.2108201554110414,-0.07180565544093725,-0.2575102979257365
72.0,0.0,325.02356098467095,1.0,-0.5577287506800174,-0.4858943306060664,-0.32102859621467345,-1.5273055004321485
73.0,0.0,166.48622017688965,0.0,-0.49776148476903814,-1.8582068838939976,-0.3206927218314407,0.09887934114541098
74.0,0.0,429.079393711044,1.0,0.41347368549588787,-0.5338777733537122,0.07348735635153042,-0.03540460410653794
75.0,0.0,300.557033893171,0.0,2.785788333620139,0.2374771769989709,-1.4399118413437968,2.109180772049563
76.0,1.0,407.05345602364395,0.0,-0.3427386536212783,0.25126059478655755,-0.10850108075433816,0.11987953408030742
77.0,1.0,603.7436457080036,1.0,-1.050253894223339,0.12607968661835042,1.7496727304848088,-0.45364820350239604
78.0,0.0,167.07819818115604,0.0,-0.7231662258461713,-1.1607329803985307,1.2753774074712332,-1.7355527641764725
79.0,0.0,383.52773641895016,1.0,0.0077671449224423015,-0.4480042145291417,-0.18932498287841273,-0.6771158031680977
80.0,0.0,186.84238662731863,0.0,-0.4632397200386455,-1.0857384178819853,0.06342270796023701,0.4445918384481016
81.0,0.0,196.49106141066895,0.0,-0.36132903399894617,0.05379115450752614,0.10121236977624598,-0.30950319344840227
82.0,0.0,461.93687202619594,1.0,-0.3554119207002882,0.7662022146416163,0.2736295375502616,1.2902758238553966
83.0,0.0,180.75386072971764,0.0,-1.042618832419033,0.44066760857011644,0.5231618481790579,-1.0885133779545284
84.0,1.0,338.28122343164,0.0,-0.3582937790920824,-0.6195516682025837,-0.1537098526122907,-1.533665982019983
85.0,0.0,511.70531378939484,1.0,0.6567631327237576,0.30554566443311254,0.6133425963455063,1.1050611370637267
86.0,1.0,480.8307009778063,0.0,0.47064606500722866,0.23801515204117743,1.0974091453351862,-0.1025112510316827
87.0,1.0,746.3212398304779,1.0,0.3036600698827396,0.5695690703226342,-0.042127859629293996,1.655040148553751
88.0,1.0,380.39432879904155,0.0,-0.522495502649444,-0.4875700511209527,-0.9006226741996454,1.0200631445062003
89.0,0.0,192.74408199034332,0.0,-0.37174978901294525,-1.1926746183101062,-0.14810932109031377,0.8425832434476479
90.0,1.0,524.2160973521165,1.0,-0.9651145298980263,-0.11984154996060312,0.1196523336447187,-0.6649531016289226
